,name
656,"Chicken thigh, grilled without sauce, skin not eaten"
657,"Chicken thigh, grilled with sauce, skin eaten"
658,"Chicken thigh, grilled with sauce, skin not eaten"
659,"Chicken thigh, sauteed, skin eaten"
660,"Chicken thigh, sauteed, skin not eaten"
661,"Chicken thigh, fried, coated, skin / coating eaten, from raw"
662,"Chicken thigh, fried, coated, skin / coating not eaten, from raw"
663,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw"
664,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked"
665,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked"
666,"Chicken thigh, fried, coated, skin / coating eaten, from fast food"
667,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food"
668,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant"
669,"Chicken thigh, fried, coated, skin / coating not eaten, from restaurant"
670,"Chicken thigh, baked, coated, skin / coating eaten"
671,"Chicken thigh, baked, coated, skin / coating not eaten"
672,"Chicken wing, NS as to cooking method"
673,"Chicken wing, baked, broiled, or roasted, from raw"
674,"Chicken wing, baked or broiled, from pre-cooked"
675,"Chicken wing, baked or broiled, from fast food / restaurant"
676,"Chicken wing, rotisserie"
677,"Chicken wing, stewed"
678,"Chicken wing, grilled without sauce"
679,"Chicken wing, grilled with sauce"
680,"Chicken wing, sauteed"
681,"Chicken wing, fried, coated, from raw"
682,"Chicken wing, fried, coated, from pre-cooked"
683,"Chicken wing, fried, coated, from fast food"
684,"Chicken wing, fried, coated, from restaurant"
685,"Chicken wing, baked, coated"
686,"Chicken ""wings"" with hot sauce, from fast food / restaurant"
687,"Chicken ""wings"" with other sauces or seasoning, from fast food / restaurant"
688,"Chicken ""wings"", plain, from fast food / restaurant"
689,"Chicken ""wings"" with hot sauce, from precooked"
690,"Chicken ""wings"" with other sauces or seasoning, from precooked"
691,"Chicken ""wings"", plain, from precooked"
692,"Chicken ""wings"" with hot sauce, from other sources"
693,"Chicken ""wings"" with other sauces or seasoning, from other sources"
694,"Chicken ""wings"", plain, from other sources"
695,"Chicken ""wings"", boneless, with hot sauce, from fast food / restaurant"
696,"Chicken ""wings"", boneless, with hot sauce, from other sources"
697,"Chicken, back"
698,"Chicken, neck or ribs"
699,"Chicken, tail"
700,Chicken skin
701,Chicken feet
702,"Chicken, canned, meat only"
703,"Chicken, chicken roll, roasted"
704,"Chicken patty, breaded"
705,"Chicken fillet, breaded"
706,"Chicken fillet, grilled"
707,"Chicken, ground"
708,"Chicken nuggets, NFS"
709,"Chicken nuggets, from fast food"
710,"Chicken nuggets, from restaurant"
711,"Chicken nuggets, from school lunch"
712,"Chicken nuggets, from frozen"
713,"Chicken nuggets, from other sources"
714,"Chicken tenders or strips, NFS"
715,"Chicken tenders or strips, breaded, from fast food"
716,"Chicken tenders or strips, breaded, from restaurant"
717,"Chicken tenders or strips, breaded, from school lunch"
718,"Chicken tenders or strips, breaded, from frozen"
719,"Chicken tenders or strips, breaded, from other sources"
720,"Turkey, NFS"
721,"Turkey, light meat, skin not eaten"
722,"Turkey, light meat, skin eaten"
723,"Turkey, light meat, breaded, baked or fried, skin not eaten"
724,"Turkey, light meat, breaded, baked or fried, skin eaten"
725,"Turkey, light meat, roasted, skin not eaten"
726,"Turkey, light meat, roasted, skin eaten"
727,"Turkey, dark meat, roasted, skin not eaten"
728,"Turkey, dark meat, roasted, skin eaten"
729,"Turkey, light and dark meat, roasted, skin not eaten"
730,"Turkey, light and dark meat, roasted, skin eaten"
731,"Turkey, light or dark meat, fried, coated, skin not eaten"
732,"Turkey, light or dark meat, fried, coated, skin eaten"
733,"Turkey, light or dark meat, stewed, skin not eaten"
734,"Turkey light or dark meat, stewed, skin eaten"
735,"Turkey, light or dark meat, smoked, skin eaten"
736,"Turkey, light or dark meat, smoked, skin not eaten"
737,"Turkey, drumstick, cooked, skin not eaten"
738,"Turkey, drumstick, cooked, skin eaten"
739,"Turkey, drumstick, roasted, skin not eaten"
740,"Turkey, drumstick, roasted, skin eaten"
741,"Turkey, thigh, cooked, skin eaten"
742,"Turkey, thigh, cooked, skin not eaten"
743,"Turkey, neck"
744,"Turkey, wing, cooked, skin not eaten"
745,"Turkey, wing, cooked, skin eaten"
746,"Turkey, tail"
747,"Turkey, back"
748,"Turkey, canned"
749,"Turkey, ground"
750,"Turkey, nuggets"
751,"Turkey bacon, cooked"
752,"Turkey bacon, reduced sodium, cooked"
753,"Duck, cooked, skin eaten"
754,"Duck, cooked, skin not eaten"
755,"Duck, roasted, skin eaten"
756,"Duck, roasted, skin not eaten"
757,"Duck, Peking"
758,"Goose, wild, roasted"
759,"Cornish game hen, cooked, skin eaten"
760,"Cornish game hen, cooked, skin not eaten"
761,"Cornish game hen, roasted, skin eaten"
762,"Cornish game hen, roasted, skin not eaten"
763,"Dove, cooked, NS as to cooking method"
764,"Dove, fried"
765,"Quail, cooked"
766,"Pheasant, cooked"
767,Baby Toddler chicken
768,Baby Toddler turkey
769,"Liver, beef"
770,"Liver, chicken"
771,"Liver, paste or pate"
772,Heart
773,Kidney
774,Sweetbreads
775,Brains
776,Tongue
777,"Tongue pot roast, Puerto Rican style"
778,Tripe
779,Chitterlings
780,Hog maws
781,Gizzard
782,"Hot dog, NFS"
783,"Hot dog, beef"
784,"Hot dog, meat and poultry"
785,"Hot dog, reduced fat"
786,"Hot dog, turkey"
787,Beef sausage
788,Beef sausage with cheese
789,Blood sausage
790,Bratwurst
791,"Bratwurst, with cheese"
792,Bologna
793,"Bologna, reduced fat"
794,"Bologna, reduced sodium"
795,Chorizo
796,Head cheese
797,Knockwurst
798,Mortadella
799,"Pastrami, NFS"
800,"Pastrami, made from any kind of meat, reduced fat"
801,"Pepperoni, NFS"
802,"Pepperoni, reduced fat"
803,"Pepperoni, reduced sodium"
804,Polish sausage
805,Italian sausage
806,"Sausage, NFS"
807,Pork sausage
808,"Pork sausage, reduced fat"
809,"Pork sausage, reduced sodium"
810,Pork and beef sausage
811,"Salami, NFS"
812,"Salami, made from any type of meat, reduced fat"
813,"Salami, made from any type of meat, reduced sodium"
814,"Scrapple, cooked"
815,Thuringer
816,Turkey or chicken sausage
817,"Turkey or chicken sausage, reduced sodium"
818,Turkey or chicken and pork sausage
819,"Vienna sausage, canned"
820,Pickled sausage
821,"Luncheon meat, NFS"
822,"Ham, prepackaged or deli, luncheon meat"
823,"Ham, prepackaged or deli, luncheon meat, reduced sodium"
824,"Chicken, prepackaged or deli, luncheon meat"
825,"Chicken, prepackaged or deli, luncheon meat, reduced sodium"
826,"Ham luncheon meat, loaf type"
827,Spam
828,"Spam, reduced sodium"
829,Liverwurst
830,"Luncheon meat, loaf type"
831,"Turkey, prepackaged or deli, luncheon meat"
832,"Turkey, prepackaged or deli, luncheon meat, reduced sodium"
833,"Turkey ham, prepackaged or deli, luncheon meat"
834,"Beef, prepackaged or deli, luncheon meat"
835,"Beef, prepackaged or deli, luncheon meat, reduced sodium"
836,"Meat spread or potted meat, NFS"
837,Chicken salad spread
838,Ham salad spread
839,"Fish, raw"
840,"Fish, NFS"
841,"Fish, NS as to type, baked or broiled"
842,"Fish, NS as to type, baked or broiled, coated"
843,"Fish, NS as to type, fried"
844,"Fish, NS as to type, steamed"
845,"Fish, canned"
846,"Fish, smoked"
847,"Fish, stick"
848,"Fish, anchovy"
849,"Fish, carp"
850,"Fish, catfish, NFS"
851,"Fish, catfish, baked or broiled"
852,"Fish, catfish, grilled"
853,"Fish, catfish, baked or broiled, coated"
854,"Fish, catfish, fried"
855,"Fish, catfish, steamed"
856,"Fish, cod, NFS"
857,"Fish, cod, baked or broiled"
858,"Fish, cod, grilled"
859,"Fish, cod, baked or broiled, coated"
860,"Fish, cod, fried"
861,"Fish, cod, steamed"
862,"Fish, croaker"
863,"Fish, eel"
864,"Fish, flounder, NFS"
865,"Fish, flounder, baked or broiled"
866,"Fish, flounder, grilled"
867,"Fish, flounder, baked or broiled, coated"
868,"Fish, flounder, fried"
869,"Fish, flounder, steamed"
870,"Fish, haddock, NFS"
871,"Fish, haddock, baked or broiled"
872,"Fish, haddock, grilled"
873,"Fish, haddock, baked or broiled, coated"
874,"Fish, haddock, fried"
875,"Fish, haddock, steamed"
876,"Fish, halibut"
877,"Fish, herring"
878,"Fish, pickled"
879,"Fish, mackerel, NFS"
880,"Fish, mackerel, baked or broiled"
881,"Fish, mackerel, grilled"
882,"Fish, mackerel, baked or broiled, coated"
883,"Fish, mackerel, fried"
884,"Fish, mackerel, canned"
885,"Fish, mullet"
886,"Fish, perch, NFS"
887,"Fish, perch, baked or broiled"
888,"Fish, perch, grilled"
889,"Fish, perch, baked or broiled, coated"
890,"Fish, perch, fried"
891,"Fish, perch, steamed"
892,"Fish, pike"
893,"Fish, pompano, NFS"
894,"Fish, pompano, baked or broiled"
895,"Fish, pompano, grilled"
896,"Fish, pompano, baked or broiled, coated"
897,"Fish, pompano, fried"
898,"Fish, pompano, steamed"
899,"Fish, snapper"
900,"Fish, salmon, raw"
901,"Fish, salmon, NFS"
902,"Fish, salmon, baked or broiled"
903,"Fish, salmon, grilled"
904,"Fish, salmon, baked or broiled, coated"
905,"Fish, salmon, fried"
906,"Fish, salmon, steamed"
907,"Fish, salmon, canned"
908,"Fish, salmon, smoked"
909,"Fish, sardines, canned"
910,"Fish, bass, NFS"
911,"Fish, bass, baked or broiled"
912,"Fish, bass, grilled"
913,"Fish, bass, baked or broiled, coated"
914,"Fish, bass, fried"
915,"Fish, bass, steamed"
916,"Fish, shark"
917,"Fish, swordfish"
918,"Fish, trout, NFS"
919,"Fish, trout, baked or broiled"
920,"Fish, trout, grilled"
921,"Fish, trout, baked or broiled, coated"
922,"Fish, trout, fried"
923,"Fish, trout, steamed"
924,"Fish, tuna, raw"
925,"Fish, tuna, NFS"
926,"Fish, tuna, cooked"
927,"Fish, tuna, canned"
928,"Fish, whiting, NFS"
929,"Fish, whiting, baked or broiled"
930,"Fish, whiting, grilled"
931,"Fish, whiting, baked or broiled, coated"
932,"Fish, whiting, fried"
933,"Fish, whiting, steamed"
934,"Fish, tilapia, NFS"
935,"Fish, tilapia, baked or broiled"
936,"Fish, tilapia, grilled"
937,"Fish, tilapia, baked or broiled, coated"
938,"Fish, tilapia, fried"
939,"Fish, tilapia, steamed"
940,"Fish, white, mixed species, NFS"
941,"Fish, white, mixed species, baked or broiled"
942,"Fish, white, mixed species, baked or broiled, coated"
943,"Fish, white, mixed species, fried"
944,"Fish, white, mixed species, steamed"
945,"Fish, white, mixed species, grilled"
946,Frog legs
947,Octopus
948,Caviar
949,"Calamari, cooked"
950,"Calamari, fried"
951,Turtle
952,"Shellfish, NFS"
953,Abalone
954,"Clams, raw"
955,"Clams, NFS"
956,"Clams, baked or broiled"
957,"Clams, fried"
958,"Clams, steamed or boiled"
959,"Clams, canned"
960,Crab
961,"Crab, canned"
962,"Crab, soft shell"
963,"Crayfish, fried"
964,"Crayfish, cooked"
965,Lobster
966,Mussels
967,"Oysters, raw"
968,"Oysters, baked or broiled"
969,"Oysters, steamed"
970,"Oysters, fried"
971,"Oysters, canned"
972,"Scallops, baked or broiled"
973,"Scallops, grilled"
974,"Scallops, steamed or boiled"
975,"Scallops, fried"
976,"Shrimp, NFS"
977,"Shrimp, baked or broiled"
978,"Shrimp, grilled"
979,"Shrimp, steamed or boiled"
980,"Shrimp, fried"
981,"Shrimp, baked or broiled, coated"
982,"Shrimp, dried"
983,"Shrimp, canned"
984,Escargot
985,"Barbecue meat, NFS"
986,Beef with tomato-based sauce
987,Beef burgundy
988,"Guisada, beef"
989,"Chili, NFS"
990,"Chili with meat, from restaurant"
991,Chili with meat and beans
992,"Chili with meat, canned"
993,Chili with meat
994,"Sloppy joe, no bun"
995,Beef with gravy
996,Salisbury steak with gravy
997,Beef with cream or white sauce
998,Beef stroganoff
999,Creamed chipped or dried beef
1000,Swedish meatballs with cream or white sauce
1001,Beef with mushroom sauce
1002,Beef with soy-based sauce
1003,Steak teriyaki
1004,Beef curry
1005,Beef curry with rice
1006,"Barbecue beef, with sauce"
1007,"Barbecue beef, no sauce"
1008,Beef with sweet and sour sauce
1009,"Stewed seasoned ground beef, Mexican style"
1010,Steak tartare
1011,"Meatballs, Puerto Rican style"
1012,"Stewed seasoned ground beef, Puerto Rican style"
1013,"Stewed dried beef, Puerto Rican style"
1014,Ham or pork with gravy
1015,"Barbecue pork, with sauce"
1016,"Barbecue pork, no sauce"
1017,Sweet and sour pork
1018,Ham stroganoff
1019,Ham or pork with mushroom sauce
1020,Ham or pork with tomato-based sauce
1021,Sausage with tomato-based sauce
1022,Sausage gravy
1023,"Guisada, pork"
1024,Pork or ham with soy-based sauce
1025,"Chili hot dog, no bun"
1026,Frankfurters or hot dogs with tomato-based sauce
1027,Pork with chili and tomatoes
1028,"Stewed pork, Puerto Rican style"
1029,Lamb or mutton with gravy
1030,"Stewed goat, Puerto Rican style"
1031,Veal scallopini
1032,Veal Marsala
1033,Veal parmigiana
1034,Veal cordon bleu
1035,Venison or deer with tomato-based sauce
1036,Venison or deer with gravy
1037,Chicken or turkey cacciatore
1038,Spaghetti sauce with poultry
1039,Spaghetti sauce with poultry and added vegetables
1040,"Stewed chicken with tomato-based sauce, Mexican style"
1041,Chili with chicken and beans
1042,Chili with chicken
1043,"Chili, white"
1044,Chicken with gravy
1045,Chicken or turkey fricassee
1046,Turkey with gravy
1047,Chicken or turkey with cream sauce
1048,Chicken or turkey with mushroom sauce
1049,Chicken or turkey with teriyaki
1050,Barbecue chicken
1051,Sweet and sour chicken or turkey
1052,"Sweet and sour chicken or turkey, without vegetables"
1053,Chicken curry
1054,Chicken curry with rice
1055,Chicken with mole sauce
1056,Chicken or turkey with cheese sauce
1057,Chicken or turkey cordon bleu
1058,Chicken or turkey parmigiana
1059,Orange chicken
1060,Sesame chicken
1061,Chicken kiev
1062,"Stuffed chicken, drumstick or breast, Puerto Rican style"
1063,"Fish with cream or white sauce, not tuna or lobster"
1064,Fish timbale or mousse
1065,Shrimp cocktail
1066,Tuna with cream or white sauce
1067,Seafood thermidor
1068,Seafood sauce
1069,Spaghetti sauce with seafood
1070,Spaghetti sauce with seafood and added vegetables
1071,Shrimp with lobster sauce
1072,Sweet and sour shrimp
1073,Fish sauce
1074,Shrimp scampi
1075,Fish with tomato-based sauce
1076,Fish curry
1077,Fish curry with rice
1078,Shrimp teriyaki
1079,Ceviche
1080,"Crabs in tomato-based sauce, Puerto Rican style"
1081,"Shrimp in garlic sauce, Puerto Rican style"
1082,"Stew, fish"
1083,"Meatballs, NS as to type of meat, with sauce"
1084,"Meat loaf, Puerto Rican style"
1085,Meat with tomato-based sauce
1086,Spaghetti sauce with meat
1087,Spaghetti sauce with meat and added vegetables
1088,"Stewed, seasoned, ground beef and pork, Mexican style"
1089,"Meat with gravy, NS as to type of meat,"
1090,"Beef and potatoes, no sauce"
1091,"Beef and potatoes with cream sauce, white sauce or mushroom sauce"
1092,"Beef, roast, hash"
1093,Corned beef hash
1094,Beef and potatoes with cheese sauce
1095,"Stewed, seasoned, ground beef with potatoes, Mexican style"
1096,"Beef and noodles, no sauce"
1097,Beef and macaroni with cheese sauce
1098,Beef and noodles with tomato-based sauce
1099,Chili with macaroni
1100,Beef and noodles with gravy
1101,Beef and noodles with cream or white sauce
1102,Beef stroganoff with noodles
1103,Beef and noodles with mushroom sauce
1104,Beef and noodles with soy-based sauce
1105,"Beef and rice, no sauce"
1106,Biryani with meat
1107,Beef and rice with tomato-based sauce
1108,Porcupine balls with tomato-based sauce
1109,Beef and rice with gravy
1110,Beef and rice with cream sauce
1111,Beef and rice with mushroom sauce
1112,Porcupine balls with mushroom sauce
1113,Beef and rice with soy-based sauce
1114,Beef and rice with cheese sauce
1115,Meat loaf made with beef
1116,"Meat loaf made with beef, with tomato-based sauce"
1117,Beef wellington
1118,Corned beef patty
1119,"Beef stew with potatoes, Puerto Rican style"
1120,Meat loaf made with ham
1121,Ham and noodles with cream or white sauce
1122,Ham and rice with mushroom sauce
1123,Ham or pork with stuffing
1124,Ham croquette
1125,Pork and rice with tomato-based sauce
1126,Sausage and rice with tomato-based sauce
1127,Sausage and rice with mushroom sauce
1128,Sausage and rice with cheese sauce
1129,Sausage and noodles with cream or white sauce
1130,"Ham and noodles, no sauce"
1131,"Ham or pork and rice, no sauce"
1132,Ham or pork and potatoes with gravy
1133,Ham or pork and potatoes with cheese sauce
1134,"Stewed pig's feet, Puerto Rican style"
1135,"Stew, pork"
1136,"Stew, pork, with pasta"
1137,Lamb or mutton loaf
1138,Lamb or mutton and potatoes with gravy
1139,Lamb or mutton and potatoes with tomato-based sauce
1140,Lamb or mutton and noodles with gravy
1141,Meat loaf made with venison/deer
1142,Venison or deer and noodles with cream or white sauce
1143,Chicken or turkey hash
1144,Chicken or turkey and potatoes with gravy
1145,"Chicken or turkey and noodles, no sauce"
1146,Chicken or turkey and noodles with gravy
1147,Chicken or turkey and noodles with mushroom sauce
1148,Chicken or turkey and noodles with cream or white sauce
1149,Chicken or turkey and noodles with cheese sauce
1150,Chicken or turkey tetrazzini
1151,Chicken or turkey and noodles with tomato-based sauce
